what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1477980957539
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1477980975314
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1477981256012
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1477981263306
activated,editor,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui.internal.editor.AntEditor",1477981263436
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1477981270918
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1477981278423
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1477981308241
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1477981308521
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1477981311922
activated,editor,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui.internal.editor.AntEditor",1477981312072
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1477981349438
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1477981477690
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1477981478743
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1477981479393
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1477981481246
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1477981484296
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1477981493550
activated,editor,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui.internal.editor.AntEditor",1477981495651
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1477981525875
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1477981589498
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1477981591673
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1477981591802
activated,perspective,org.eclipse.jdt.ui,,"org.eclipse.jdt.ui.JavaPerspective",1478671083137
started,bundle,org.eclipse.osgi,3.6.1.R36x_v20100806,"org.eclipse.osgi",1478671083138
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20100503,"org.eclipse.equinox.simpleconfigurator",1478671083139
started,bundle,com.ibm.icu,4.2.1.v20100412,"com.ibm.icu",1478671083161
started,bundle,org.eclipse.core.contenttype,3.4.100.v20100505-1235,"org.eclipse.core.contenttype",1478671083161
started,bundle,org.eclipse.core.databinding.observable,1.3.0.I20100601-0800,"org.eclipse.core.databinding.observable",1478671083162
started,bundle,org.eclipse.core.expressions,3.4.200.v20100505,"org.eclipse.core.expressions",1478671083162
started,bundle,org.eclipse.core.filebuffers,3.5.100.v20100520-0800,"org.eclipse.core.filebuffers",1478671083162
started,bundle,org.eclipse.core.filesystem,1.3.1.R36x_v20100727-0745,"org.eclipse.core.filesystem",1478671083162
started,bundle,org.eclipse.core.jobs,3.5.1.R36x_v20100824,"org.eclipse.core.jobs",1478671083163
started,bundle,org.eclipse.core.net,1.2.100.I20100511-0800,"org.eclipse.core.net",1478671083163
started,bundle,org.eclipse.core.resources,3.6.0.R36x_v20100825-0600,"org.eclipse.core.resources",1478671083163
started,bundle,org.eclipse.core.runtime,3.6.0.v20100505,"org.eclipse.core.runtime",1478671083163
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1478671083163
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20100517,"org.eclipse.core.runtime.compatibility.auth",1478671083164
started,bundle,org.eclipse.debug.core,3.6.0.v20100519,"org.eclipse.debug.core",1478671083164
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.0.R201005261100,"org.eclipse.epp.usagedata.gathering",1478671083164
started,bundle,org.eclipse.epp.usagedata.recording,1.3.0.R201005261100,"org.eclipse.epp.usagedata.recording",1478671083164
started,bundle,org.eclipse.equinox.app,1.3.1.R36x_v20100803,"org.eclipse.equinox.app",1478671083164
started,bundle,org.eclipse.equinox.common,3.6.0.v20100503,"org.eclipse.equinox.common",1478671083164
started,bundle,org.eclipse.equinox.ds,1.2.1.R36x_v20100803,"org.eclipse.equinox.ds",1478671083165
started,bundle,org.eclipse.equinox.event,1.2.0.v20100503,"org.eclipse.equinox.event",1478671083165
started,bundle,org.eclipse.equinox.frameworkadmin,2.0.0.v20100503,"org.eclipse.equinox.frameworkadmin",1478671083166
started,bundle,org.eclipse.equinox.p2.core,2.0.2.R36x_v20100804,"org.eclipse.equinox.p2.core",1478671083166
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.202.R36x_v20100727,"org.eclipse.equinox.p2.directorywatcher",1478671083167
started,bundle,org.eclipse.equinox.p2.engine,2.0.0.v20100606,"org.eclipse.equinox.p2.engine",1478671083167
started,bundle,org.eclipse.equinox.p2.metadata,2.0.0.v20100601,"org.eclipse.equinox.p2.metadata",1478671083167
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.1.0.v20100513,"org.eclipse.equinox.p2.metadata.repository",1478671083167
started,bundle,org.eclipse.equinox.p2.operations,2.0.0.v20100510,"org.eclipse.equinox.p2.operations",1478671083167
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.0.v20100525,"org.eclipse.equinox.p2.reconciler.dropins",1478671083167
started,bundle,org.eclipse.equinox.p2.repository,2.0.1.R36x_v20100823,"org.eclipse.equinox.p2.repository",1478671083168
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.0.v20100507-1815,"org.eclipse.equinox.p2.ui.sdk.scheduler",1478671083168
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.101.R36x_v20100823,"org.eclipse.equinox.p2.updatechecker",1478671083168
started,bundle,org.eclipse.equinox.preferences,3.3.0.v20100503,"org.eclipse.equinox.preferences",1478671083168
started,bundle,org.eclipse.equinox.registry,3.5.0.v20100503,"org.eclipse.equinox.registry",1478671083168
started,bundle,org.eclipse.equinox.security,1.0.200.v20100503,"org.eclipse.equinox.security",1478671083168
started,bundle,org.eclipse.equinox.simpleconfigurator.manipulator,2.0.0.v20100503,"org.eclipse.equinox.simpleconfigurator.manipulator",1478671083168
started,bundle,org.eclipse.equinox.util,1.0.200.v20100503,"org.eclipse.equinox.util",1478671083169
started,bundle,org.eclipse.help,3.5.0.v20100524,"org.eclipse.help",1478671083169
started,bundle,org.eclipse.jdt.core,3.6.1.v_A68_R36x,"org.eclipse.jdt.core",1478671083169
started,bundle,org.eclipse.jdt.core.manipulation,1.3.0.v20100520-0800,"org.eclipse.jdt.core.manipulation",1478671083169
started,bundle,org.eclipse.jdt.junit.core,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit.core",1478671083169
started,bundle,org.eclipse.jdt.launching,3.5.100.v20100526,"org.eclipse.jdt.launching",1478671083169
started,bundle,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui",1478671083169
started,bundle,org.eclipse.jface,3.6.1.M20100825-0800,"org.eclipse.jface",1478671083169
started,bundle,org.eclipse.jsch.core,1.1.200.I20100505-1245,"org.eclipse.jsch.core",1478671083169
started,bundle,org.eclipse.mylyn.bugzilla.core,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1478671083169
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1478671083169
started,bundle,org.eclipse.mylyn.commons.net,3.4.1.v20100625-2100-e3x,"org.eclipse.mylyn.commons.net",1478671083169
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1478671083180
started,bundle,org.eclipse.mylyn.context.core,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.core",1478671083180
started,bundle,org.eclipse.mylyn.context.ui,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.ui",1478671083180
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.monitor.ui",1478671083180
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.tasks.ui",1478671083180
started,bundle,org.eclipse.mylyn.team.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.team.ui",1478671083180
started,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1478671083180
started,bundle,org.eclipse.team.core,3.5.100.R36x_v20100825-0800,"org.eclipse.team.core",1478671083180
started,bundle,org.eclipse.team.cvs.core,3.3.300.I20100526-0800,"org.eclipse.team.cvs.core",1478671083180
started,bundle,org.eclipse.team.cvs.ui,3.3.301.R36x_v20100825-0800,"org.eclipse.team.cvs.ui",1478671083180
started,bundle,org.eclipse.team.ui,3.5.101.R36x_v20100825-0800,"org.eclipse.team.ui",1478671083180
started,bundle,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui",1478671083180
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1478671083180
started,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors",1478671083180
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1478671083181
started,bundle,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.ide",1478671083181
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1478671083181
started,bundle,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views",1478671083181
started,bundle,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"org.eclipse.ui.workbench",1478671083181
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1478671083181
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1478671083181
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1478671083181
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1478671083182
os,sysinfo,,,"win32",1478671083184
arch,sysinfo,,,"x86",1478671083184
ws,sysinfo,,,"win32",1478671083184
locale,sysinfo,,,"en_MY",1478671083184
processors,sysinfo,,,"4",1478671083184
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1478671083184
java.runtime.version,sysinfo,,,"1.7.0_79-b15",1478671083184
java.specification.name,sysinfo,,,"Java Platform API Specification",1478671083184
java.specification.vendor,sysinfo,,,"Oracle Corporation",1478671083184
java.specification.version,sysinfo,,,"1.7",1478671083184
java.vendor,sysinfo,,,"Oracle Corporation",1478671083184
java.version,sysinfo,,,"1.7.0_79",1478671083184
java.vm.info,sysinfo,,,"mixed mode, sharing",1478671083184
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1478671083184
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1478671083184
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1478671083184
java.vm.specification.version,sysinfo,,,"1.7",1478671083184
java.vm.vendor,sysinfo,,,"Oracle Corporation",1478671083184
java.vm.version,sysinfo,,,"24.79-b02",1478671083184
started,bundle,org.eclipse.epp.usagedata.ui,1.3.0.R201005261100,"org.eclipse.epp.usagedata.ui",1478671084250
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1478671086663
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1478671286028
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1478671294123
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1478671315314
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.newWizard",1478671315324
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1478671317403
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1478671391495
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1478671394209
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1478671404609
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1478671407341
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.newWizard",1478671407355
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1478671408359
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1478671432174
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1478671435154
started,bundle,org.eclipse.equinox.p2.ui,2.0.0.v20100518,"org.eclipse.equinox.p2.ui",1478671449171
started,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20100513,"org.eclipse.equinox.p2.ui.sdk",1478671449233
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1478671457349
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.help.aboutAction",1478671457364
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1478671461016
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1478671477883
started,bundle,org.eclipse.epp.mpc.ui,1.0.1.v20100826-2143,"org.eclipse.epp.mpc.ui",1478671486840
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1478671487341
started,bundle,org.eclipse.ecf.filetransfer,4.0.0.v20100529-0735,"org.eclipse.ecf.filetransfer",1478671512020
started,bundle,org.eclipse.ecf.identity,3.1.0.v20100529-0735,"org.eclipse.ecf.identity",1478671512038
started,bundle,org.eclipse.ecf,3.1.0.v20100529-0735,"org.eclipse.ecf",1478671512050
started,bundle,org.eclipse.ecf.provider.filetransfer.httpclient,4.0.0.v20100529-0735,"org.eclipse.ecf.provider.filetransfer.httpclient",1478671512058
started,bundle,org.eclipse.ecf.provider.filetransfer,3.1.0.v20100529-0735,"org.eclipse.ecf.provider.filetransfer",1478671512059
started,bundle,org.eclipse.equinox.p2.artifact.repository,1.1.1.R36x_v20100901,"org.eclipse.equinox.p2.artifact.repository",1478671609254
started,bundle,org.eclipse.equinox.p2.director,2.0.2.R36x_v20100823,"org.eclipse.equinox.p2.director",1478671615583
started,bundle,org.eclipse.equinox.p2.garbagecollector,1.0.100.v20100503,"org.eclipse.equinox.p2.garbagecollector",1478671615590
started,bundle,org.eclipse.equinox.p2.extensionlocation,1.2.0.v20100518,"org.eclipse.equinox.p2.extensionlocation",1478671619755
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1478671818988
executed,command,org.eclipse.epp.mpc.ui,1.0.1.v20100826-2143,"org.eclipse.epp.mpc.ui.command.showMarketplaceWizard",1478671818993
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1478671823106
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1478671948502
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1478671955995
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1478671967610
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.help.aboutAction",1478671967627
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1478671974852
started,bundle,org.eclipse.equinox.p2.updatesite,1.0.201.R36x_v20100823,"org.eclipse.equinox.p2.updatesite",1478671987038
started,bundle,org.eclipse.equinox.p2.publisher,1.1.2.v20100824-2220,"org.eclipse.equinox.p2.publisher",1478671987059
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1478672013668
executed,command,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20100513,"org.eclipse.equinox.p2.ui.sdk.install",1478672013702
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1478672014608
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1478672467708
started,bundle,org.eclipse.ltk.core.refactoring,3.5.100.v20100526-0800,"org.eclipse.ltk.core.refactoring",1478672470445
started,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1478672470448
started,bundle,org.eclipse.wst.sse.core,1.1.502.v201008311901,"org.eclipse.wst.sse.core",1478672476679
started,bundle,org.eclipse.compare.core,3.5.100.I20100526-0800,"org.eclipse.compare.core",1478672483931
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1478672484031
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1478672484357
started,bundle,org.eclipse.jdt.apt.core,3.3.401.R36_v20100727-0110,"org.eclipse.jdt.apt.core",1478672485128
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.301.R36_v20100727-0110,"org.eclipse.jdt.apt.pluggable.core",1478672485146
started,bundle,org.eclipse.core.variables,3.2.400.v20100505,"org.eclipse.core.variables",1478672485357
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1478672486240
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1478672489151
started,bundle,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui",1478672496475
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1478672500208
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.properties",1478672500222
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1478672504106
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1478672505976
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.properties",1478672505984
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1478672509662
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1478672519909
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.properties",1478672519914
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1478672520924
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1478672525748
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1478672529402
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1478672534369
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.properties",1478672534380
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1478672536547
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1478672566896
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1478672572538
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1478672586303
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.properties",1478672586316
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1478672643932
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1478672808700
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1478672812665
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1478672847719
started,bundle,org.eclipse.equinox.p2.touchpoint.eclipse,2.0.2.R36x_v20100823,"org.eclipse.equinox.p2.touchpoint.eclipse",1478672905651
error,log,,,"Operation details",1478672907639
error,log,,,"Operation details",1478672907647
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1478672939831
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1478674538023
executed,command,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20100513,"org.eclipse.equinox.p2.ui.sdk.install",1478674538034
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1478674540710
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1478674542837
started,bundle,org.eclipse.jdt.debug,3.6.1.v20100715_r361,"org.eclipse.jdt.debug",1478674543696
started,bundle,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui",1478674543859
started,bundle,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit",1478674543934
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1478674544048
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1478750491127
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1478750496418
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1478750497951
closed,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1478750500795
stopped,bundle,org.eclipse.mylyn.ide.ant,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ant",1478750508139
stopped,bundle,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui",1478750508147
stopped,bundle,org.eclipse.ant.launching,1.0.0.v20100427,"org.eclipse.ant.launching",1478750508148
stopped,bundle,org.eclipse.compare.win32,1.0.100.I20100505-1245,"org.eclipse.compare.win32",1478750508153
stopped,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20100513,"org.eclipse.equinox.p2.ui.sdk",1478750508153
stopped,bundle,org.eclipse.mylyn.java.tasks,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.tasks",1478750508154
stopped,bundle,org.eclipse.mylyn.java.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.ui",1478750508155
stopped,bundle,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit",1478750508155
stopped,bundle,org.eclipse.jdt.apt.ui,3.3.300.v20100513-0845,"org.eclipse.jdt.apt.ui",1478750508158
stopped,bundle,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui",1478750508264
stopped,bundle,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui",1478750508573
stopped,bundle,org.eclipse.wst.dtd.ui,1.0.500.v201004290328,"org.eclipse.wst.dtd.ui",1478750508573
stopped,bundle,org.eclipse.wst.xsd.ui,1.2.303.v201004290328,"org.eclipse.wst.xsd.ui",1478750508604
stopped,bundle,org.eclipse.wst.xml.ui,1.1.102.v201008251905,"org.eclipse.wst.xml.ui",1478750508605
stopped,bundle,org.eclipse.wst.common.ui,1.1.500.v200911190730,"org.eclipse.wst.common.ui",1478750508605
stopped,bundle,org.eclipse.wst.sse.ui,1.2.2.v201008232126,"org.eclipse.wst.sse.ui",1478750508605
stopped,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1478750508821
stopped,bundle,org.eclipse.mylyn.team.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.team.ui",1478750508821
stopped,bundle,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.resources",1478750508821
stopped,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1478750508821
stopped,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1478750508822
stopped,bundle,org.eclipse.mylyn.ide.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ui",1478750508822
stopped,bundle,org.eclipse.mylyn.resources.ui,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.resources.ui",1478750508822
stopped,bundle,org.eclipse.mylyn.wikitext.tasks.ui,1.3.1.v20100823-0100-e3x,"org.eclipse.mylyn.wikitext.tasks.ui",1478750508822
stopped,bundle,org.eclipse.mylyn.context.ui,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.ui",1478750508822
stopped,bundle,org.eclipse.mylyn.help.ui,3.4.1.v20100823-0100-e3x,"org.eclipse.mylyn.help.ui",1478750508822
stopped,bundle,org.eclipse.mylyn.tasks.bugs,3.4.1.v20100823-0100-e3x,"org.eclipse.mylyn.tasks.bugs",1478750508823
stopped,bundle,org.eclipse.mylyn.tasks.ui,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.tasks.ui",1478750508823
