what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1476756608235
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1476756612442
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1476756614879
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1476756616671
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1476756618904
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1476756621195
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1476756623398
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1476756628674
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1476756628722
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1476756631988
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1476756634223
activated,view,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.views.ProblemView",1476756655634
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1476756660702
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1476756668436
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1476756752399
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1476756754156
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1476757675631
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1476757746014
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1476757756387
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1476757777077
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1476757792791
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1476757943566
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1476757946908
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1476757951166
