what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1477835481131
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1477835502705
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1477835502729
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1477835502913
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1477835502982
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1477835509129
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1477835510283
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1477835511179
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1477836085808
started,bundle,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit",1477836121445
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1477836141171
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1477836143417
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1477836198039
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1477836198191
activated,view,org.eclipse.mylyn.tasks.ui,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.tasks.ui.views.tasks",1477836209551
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1477836209582
activated,view,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views.ContentOutline",1477836211144
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1477836211176
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1477836217669
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1477836219961
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1477836223345
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1477836409619
executed,command,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.generate.javadoc",1477836409658
opened,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.JavadocView",1477836423295
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.JavadocView",1477836423316
activated,view,org.eclipse.mylyn.tasks.ui,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.tasks.ui.views.tasks",1477836429538
activated,view,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views.ContentOutline",1477836434860
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.JavadocView",1477836440367
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1477836443841
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1477836570148
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1477836572958
started,bundle,org.eclipse.mylyn.ide.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ui",1477836587799
started,bundle,org.eclipse.mylyn.java.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.ui",1477836587814
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1477836593696
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1477836599577
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1477836626906
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1477836649039
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1477836650792
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1477836658151
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1477836735978
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1477836746782
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1477837136182
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1477837141169
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1477837315354
executed,command,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.generate.javadoc",1477837315391
opened,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.SourceView",1477837327511
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.SourceView",1477837327542
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.JavadocView",1477837337407
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1477837351549
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1477837636692
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1477837636706
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1477837644985
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1477837723816
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1477837738755
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1477837781132
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1477837783051
started,bundle,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui",1477837809882
opened,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1477837810017
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1477837820950
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1477837933586
started,bundle,org.eclipse.ui.navigator,3.5.0.I20100601-0800,"org.eclipse.ui.navigator",1477837948827
started,bundle,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.resources",1477837948843
started,bundle,org.eclipse.mylyn.resources.ui,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.resources.ui",1477837949009
opened,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1477837949012
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1477837949030
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.navigate.showIn",1477837949155
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1477837959275
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1477837975698
started,bundle,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser",1477837996024
opened,editor,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser.editor",1477837996243
activated,editor,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser.editor",1477837996262
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1477838002792
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1477838006484
started,bundle,org.eclipse.jdt.debug,3.6.1.v20100715_r361,"org.eclipse.jdt.debug",1477838008194
started,bundle,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui",1477838008388
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1477838008398
closed,editor,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser.editor",1477838008414
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1477838010102
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1477838010947
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1477838037344
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1477838042057
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1477838049052
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1477838049720
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1477838050867
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1477838053232
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1477838054756
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1477838055407
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1477838056270
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1477838057490
opened,view,org.eclipse.team.ui,3.5.101.R36x_v20100825-0800,"org.eclipse.team.ui.GenericHistoryView",1477838074028
activated,view,org.eclipse.team.ui,3.5.101.R36x_v20100825-0800,"org.eclipse.team.ui.GenericHistoryView",1477838074043
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.navigate.showIn",1477838074096
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1477838080090
opened,editor,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser.editor",1477838082841
activated,editor,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser.editor",1477838082869
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1477838130843
closed,editor,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser.editor",1477838130843
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1477838134191
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1477885921558
started,bundle,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui",1477885938687
opened,view,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui.views.AntView",1477885939604
activated,view,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui.views.AntView",1477885939967
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.views.showView",1477885939992
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1477885943767
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1477885946670
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1477885955704
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1477885987737
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1477886000787
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1477886019780
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1477886020703
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1477886021003
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1477886077354
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1477886083842
started,bundle,org.eclipse.wst.sse.core,1.1.502.v201008311901,"org.eclipse.wst.sse.core",1477886093446
started,bundle,org.eclipse.wst.xml.core,1.1.502.v201009010342,"org.eclipse.wst.xml.core",1477886093649
started,bundle,org.eclipse.ant.core,3.2.200.v20100427,"org.eclipse.ant.core",1477886095221
opened,editor,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui.internal.editor.AntEditor",1477886096511
activated,editor,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui.internal.editor.AntEditor",1477886096839
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1477886096904
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1477886117806
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1477886122045
started,bundle,org.eclipse.equinox.p2.director.app,1.0.201.R36x_v20100823,"org.eclipse.equinox.p2.director.app",1477886289634
started,bundle,org.eclipse.mylyn.wikitext.core,1.3.1.v20100823-0100-e3x,"org.eclipse.mylyn.wikitext.core",1477886289704
started,bundle,org.eclipse.equinox.p2.publisher,1.1.2.v20100824-2220,"org.eclipse.equinox.p2.publisher",1477886289714
started,bundle,org.eclipse.help.base,3.5.2.v201009090800,"org.eclipse.help.base",1477886289776
started,bundle,org.eclipse.equinox.p2.repository.tools,2.0.1.R36x_v20100823,"org.eclipse.equinox.p2.repository.tools",1477886289809
started,bundle,org.eclipse.ant.launching,1.0.0.v20100427,"org.eclipse.ant.launching",1477886289821
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1477886314116
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1477886315641
executed,command,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.navigate.open.type",1477886315651
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1477886321381
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1477886324556
started,bundle,org.eclipse.core.externaltools,1.0.1.v20100831_r361,"org.eclipse.core.externaltools",1477886324766
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1477886324908
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1477886327621
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1477886332053
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1477886336593
activated,view,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.views.ProblemView",1477887058784
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1477887069713
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1477887077052
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1477887096453
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1477887099087
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.RunLast",1477887099094
started,bundle,org.eclipse.ui.externaltools,3.2.0.v20100427,"org.eclipse.ui.externaltools",1477887110512
executed,command,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui.antShortcut.run",1477887110512
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1477887120048
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1477887140792
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1477887148636
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1477887267339
executed,command,,,"org.eclipse.ant.ui.antShortcutWithDialog.run",1477887267359
activated,editor,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui.internal.editor.AntEditor",1477887268439
closed,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1477887362190
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1477887363218
activated,editor,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui.internal.editor.AntEditor",1477887364133
closed,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1477887364133
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1477887378291
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1477887417864
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1477887419354
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1477887424693
closed,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1477887427200
closed,editor,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui.internal.editor.AntEditor",1477887427245
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1477887427343
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1477887427353
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1477887427353
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1477887439663
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1477887463667
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1477887469920
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1477887479132
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1477887479277
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1477887479325
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1477887504380
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1477887508152
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1477887512916
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1477887520683
opened,editor,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui.internal.editor.AntEditor",1477887525733
activated,editor,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui.internal.editor.AntEditor",1477887525773
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1477887525813
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1477887527331
activated,editor,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui.internal.editor.AntEditor",1477887527501
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1477887549597
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1477887561868
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1477887571565
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1477887572856
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1477887574111
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1477887581184
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1477887583274
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1477887610490
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1477887612991
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1477887633836
